time_s,freq_baseline_hz,freq_agc_hz
18.56309384897483,49.84172132785933,49.96582650090938
18.57309551591932,49.841721327976465,49.96589110933189
18.58309718286381,49.841721328082514,49.96595553644583
18.593098849808303,49.8417213281777,49.96601978294656
18.603100516752793,49.84172132826225,49.966083849602114
18.613102183697283,49.841721328336384,49.966147737250736
18.623103850641776,49.84172132840032,49.96621144679839
18.633105517586266,49.84172132845426,49.96627497921639
18.643107184530756,49.84172132849844,49.96633833553896
18.653108851475245,49.84172132853306,49.966401516860955
18.66311051841974,49.84172132855835,49.96646452433556
18.67311218536423,49.84172132857451,49.96652735917195
18.68311385230872,49.841721328581755,49.966590022633156
18.693115519253208,49.841721328580306,49.966652516033854
18.7031171861977,49.84172132857037,49.966714840738184
18.71311885314219,49.841721328552154,49.966776998157655
18.72312052008668,49.841721328525864,49.96683898974911
18.73312218703117,49.84172132849172,49.96690081701259
18.743123853975664,49.841721328449914,49.96696248148945
18.753125520920154,49.84172132840066,49.96702398476032
18.763127187864644,49.84172132834415,49.967085328443176
18.773128854809137,49.841721328280585,49.96714651419147
18.783130521753627,49.841721328210184,49.96720754369229
18.793132188698117,49.84172132813312,49.96726841866448
18.803133855642606,49.8417213280496,49.96732914085691
18.8131355225871,49.84172132795982,49.9673897120467
18.82313718953159,49.84172132786397,49.96745013403749
18.83313885647608,49.84172132776225,49.96751040865779
18.84314052342057,49.84172132765483,49.96757053775929
18.853142190365062,49.84172132754192,49.967630523215306
18.863143857309552,49.841721327423684,49.96769036691912
18.873145524254042,49.841721327300306,49.96775007078252
18.883147191198535,49.84172132717199,49.96780963673421
18.893148858143025,49.84172132703889,49.96786906671839
18.903150525087515,49.841721326901194,49.96792836269326
18.913152192032005,49.84172132675908,49.96798752662964
18.923153858976498,49.841721326612706,49.96804656050958
18.933155525920988,49.841721326462256,49.96810546632498
18.943157192865478,49.8417213263079,49.96816424607633
18.953158859809967,49.84172132614979,49.96822290177135
18.96316052675446,49.841721325988104,49.96828143542379
18.97316219369895,49.841721325822995,49.96833984905219
18.98316386064344,49.84172132565462,49.96839814467867
18.993165527587934,49.84172132548315,49.96845632432778
19.003167194532423,49.84172132530872,49.968514390025355
19.013168861476913,49.8417213251315,49.96857234379741
19.023170528421403,49.84172132495163,49.96863018766909
19.033172195365896,49.84172132476925,49.96868792366359
19.043173862310386,49.841721324584526,49.96874555380113
19.053175529254876,49.84172132439759,49.96880308009801
19.063177196199366,49.84172132420858,49.968860504565626
19.07317886314386,49.84172132401763,49.968917829209516
19.08318053008835,49.841721323824885,49.96897505602848
